G1	0.00654901292465	G2
G1	0.0535910449249	G3
G1	0.00139024980841	G4
G1	0.00062587997979	G5
G1	0.000307256155173	G6
G1	0.15928108649	G7
G1	0.159523938602	G8
G1	0.0838214262806	G9
G1	0.0976037628124	G10
G2	0.00032649926107	G1
G2	0.129653463873	G3
G2	0.00531413486217	G4
G2	0.000407336907775	G5
G2	0.00234922153184	G6
G2	0.00153654257197	G7
G2	0.0026600374029	G8
G2	0.0719146111361	G9
G2	0.100885434193	G10
G3	0.00203880217915	G1
G3	0.0989374318138	G2
G3	0.00189882364168	G4
G3	0.000305133797969	G5
G3	0.00449600266064	G6
G3	0.00154397358512	G7
G3	0.00113104062509	G8
G3	0.0880782600922	G9
G3	0.00190838870694	G10
G4	0.000469808117346	G1
G4	0.036020844364	G2
G4	0.0168666735223	G3
G4	0.00174613672242	G5
G4	0.000148148538049	G6
G4	0.000113450796282	G7
G4	0.559233732066	G8
G4	0.0786373720487	G9
G4	0.0104131350156	G10
G5	0.000603943121876	G1
G5	0.007884104767	G2
G5	0.00773949154881	G3
G5	0.00498603764691	G4
G5	0.0691056641028	G6
G5	0.120141767687	G7
G5	0.000787473967303	G8
G5	0.0799978798097	G9
G5	0.00223614450382	G10
G6	0.00131662584907	G1
G6	0.201920030445	G2
G6	0.506413740704	G3
G6	0.00187858773829	G4
G6	0.306881317983	G5
G6	0.715795621036	G7
G6	0.00372296413124	G8
G6	0.0730895295283	G9
G6	0.00186871610791	G10
G7	0.879851258675	G1
G7	0.170248499332	G2
G7	0.224182677677	G3
G7	0.0018544918382	G4
G7	0.687755525237	G5
G7	0.922725030818	G6
G7	0.00216544174119	G8
G7	0.080130988296	G9
G7	0.0292749685929	G10
G8	0.0937545235008	G1
G8	0.0313579566424	G2
G8	0.0174727678793	G3
G8	0.972595048642	G4
G8	0.000479620340484	G5
G8	0.000510614841359	G6
G8	0.00023039222608	G7
G8	0.0989648269616	G9
G8	0.748728097982	G10
G9	0.000284748391003	G1
G9	0.00490023619203	G2
G9	0.00786487990166	G3
G9	0.000790510333822	G4
G9	0.000281630528161	G5
G9	5.79428180366e-05	G6
G9	4.92789767404e-05	G7
G9	0.000572032540687	G8
G9	0.0015036329913	G10
G10	0.0204912997112	G1
G10	0.424839664168	G2
G10	0.0105314196459	G3
G10	0.00646929226299	G4
G10	0.000486516786956	G5
G10	9.155551043e-05	G6
G10	0.00111263913714	G7
G10	0.267461150786	G8
G10	0.092926281356	G9
