G1	0.00742289744756	G2
G1	0.0415037431497	G3
G1	0.010787707117	G4
G1	0.00844298728334	G5
G1	0.00494466807618	G6
G1	0.018603140201	G7
G1	0.0290329318255	G8
G1	0.00783474850909	G9
G1	0.00556849919542	G10
G2	0.118101154587	G1
G2	0.0597145724441	G3
G2	0.0290747157283	G4
G2	0.0607178928089	G5
G2	0.0420463283123	G6
G2	0.174103368501	G7
G2	0.978169135952	G8
G2	0.0437311973914	G9
G2	0.952507562759	G10
G3	0.0614642601808	G1
G3	0.0111657531107	G2
G3	0.0269215270047	G4
G3	0.025630532437	G5
G3	0.00891833854552	G6
G3	0.0270216268376	G7
G3	0.0381421547747	G8
G3	0.0204231706578	G9
G3	0.0402212709869	G10
G4	0.189632806361	G1
G4	0.217560691792	G2
G4	0.505734361043	G3
G4	0.567494012027	G5
G4	0.90482769442	G6
G4	0.159040221804	G7
G4	0.110655907822	G8
G4	0.999701332394	G9
G4	0.219709051957	G10
G5	0.088625853291	G1
G5	0.235132636766	G2
G5	0.077226623803	G3
G5	0.115900185722	G4
G5	0.469851381921	G6
G5	0.0843074576105	G7
G5	0.0427035123693	G8
G5	0.140242140593	G9
G5	0.167181810603	G10
G6	0.11987207585	G1
G6	0.307426297351	G2
G6	0.23659676054	G3
G6	0.95149098457	G4
G6	0.925840456407	G5
G6	0.935104547435	G7
G6	0.176963817311	G8
G6	0.99986279262	G9
G6	1.0	G10
G7	0.153303219263	G1
G7	0.148192081448	G2
G7	0.154236942877	G3
G7	0.097885963353	G4
G7	0.188529927518	G5
G7	0.497939872293	G6
G7	1.0	G8
G7	0.0667905220904	G9
G7	0.113988114164	G10
G8	0.104527852231	G1
G8	0.991734248026	G2
G8	0.100109018898	G3
G8	0.0247662282575	G4
G8	0.0262861013097	G5
G8	0.0340252826326	G6
G8	1.0	G7
G8	0.0139982301479	G9
G8	0.0259120784087	G10
G9	0.126288696299	G1
G9	0.76494562501	G2
G9	0.314541515675	G3
G9	1.0	G4
G9	0.679989511045	G5
G9	1.0	G6
G9	0.0842382830355	G7
G9	0.124273550005	G8
G9	0.992150390887	G10
G10	0.298842492287	G1
G10	1.0	G2
G10	0.987563289111	G3
G10	0.130323856167	G4
G10	0.474395613645	G5
G10	1.0	G6
G10	0.115753005972	G7
G10	0.260589159756	G8
G10	0.986250621665	G9
