G1	0.608159790768	G2
G1	0.16211272474	G3
G1	1.0	G5
G1	0.137078009366	G6
G1	0.230195457831	G7
G1	0.944475448089	G8
G2	0.159169869274	G1
G2	0.0333965658075	G8
G3	0.115228487748	G4
G3	0.566534497404	G7
G4	0.147302875561	G3
G4	0.644169595382	G5
G4	0.459555416045	G6
G4	0.433465502596	G7
G4	0.222189877617	G10
G5	1.0	G1
G5	0.147100164902	G3
G5	1.0	G4
G5	0.263377253211	G6
G5	0.282649785032	G7
G5	0.0221279861037	G8
G6	0.0657147057646	G4
G6	0.114567855287	G5
G6	1.0	G8
G6	0.0517774204792	G9
G6	0.109274901665	G10
G7	0.25094119622	G1
G7	0.388250607402	G2
G7	1.0	G3
G7	1.0	G4
G7	0.068388555098	G5
G7	0.12797650466	G8
G7	1.0	G9
G8	0.732982914172	G1
G8	1.0	G2
G8	1.0	G6
G8	0.706307176218	G9
G8	0.558404625663	G10
G9	0.175450676071	G1
G9	0.141392179831	G2
G9	0.0723568311902	G4
G9	1.0	G7
G9	0.87202349534	G8
G9	1.0	G10
G10	0.144057410977	G2
G10	0.185518431246	G3
G10	0.580412760963	G4
G10	0.119194699638	G5
G10	0.121202477064	G6
G10	0.0826896288518	G7
G10	0.806519362186	G9
